Id,Target
017549_005,4
020483_006,5
018486_002,1
011855_007,6
018092_001,0
033359_002,1
011191_001,0
036043_002,1
029038_001,0
006845_001,0
017990_007,6
032942_008,7
028596_001,0
021410_006,5
002423_006,5
038621_001,0
005618_007,6
022190_001,0
011782_001,0
022061_001,0
010279_001,0
016018_003,2
032948_002,1
027907_001,0
017515_006,5
010024_007,6
011675_001,0
000392_001,0
009690_002,1
024113_009,8
006562_002,1
038539_006,5
016486_009,8
029005_007,6
019975_004,3
018665_002,1
016118_001,0
006962_008,7
000540_001,0
016128_003,2
031494_006,5
015684_006,5
020740_002,1
000374_002,1
009746_008,7
012533_002,1
014017_002,1
011179_002,1
023680_005,4
001060_001,0
028976_007,6
007442_003,2
013230_005,4
035310_006,5
015967_001,0
038398_001,0
006232_004,3
026408_001,0
039057_001,0
036053_006,5
038486_001,0
001614_008,7
013108_002,1
012840_001,0
029279_001,0
029710_001,0
004540_001,0
019624_003,2
019195_003,2
015045_002,1
026904_001,0
029866_005,4
004700_003,2
010069_002,1
016243_002,1
009098_002,1
020855_009,8
039111_002,1
005819_003,2
035876_001,0
016515_002,1
012327_001,0
025399_002,1
039812_003,2
039443_002,1
038178_002,1
018377_001,0
019987_003,2
017366_006,5
025017_001,0
011661_006,5
011360_004,3
003350_009,8
003757_002,1
004541_006,5
028102_002,1
012479_001,0
020970_006,5
007255_007,6
037038_002,1
027431_007,6
009614_001,0
000602_002,1
020603_007,6
024907_008,7
029537_003,2
008736_001,0
020392_007,6
008802_007,6
023308_007,6
027122_006,5
007412_005,4
011868_002,1
008450_001,0
015939_009,8
002595_008,7
003640_009,8
010427_006,5
038176_007,6
003473_002,1
003617_001,0
023725_001,0
009131_003,2
000598_005,4
013203_006,5
001327_008,7
005930_004,3
021969_009,8
039944_006,5
000977_001,0
023628_002,1
015930_005,4
016348_007,6
028011_002,1
032033_006,5
026901_009,8
038535_001,0
032312_005,4
014167_005,4
033330_003,2
005086_004,3
000822_001,0
036169_001,0
029328_005,4
037831_009,8
003073_003,2
001028_001,0
006797_002,1
014615_007,6
023630_007,6
036252_009,8
031647_002,1
010995_002,1
018915_001,0
029754_003,2
005155_005,4
010413_002,1
018871_003,2
029218_001,0
024226_001,0
013704_009,8
038400_002,1
010490_001,0
016064_002,1
021640_002,1
019056_001,0
006263_005,4
016076_009,8
038321_007,6
029474_009,8
035908_008,7
023748_001,0
035886_002,1
015592_009,8
002962_009,8
029766_003,2
029142_001,0
022821_005,4
018058_001,0
029900_006,5
009477_008,7
005796_002,1
021961_009,8
022491_003,2
001416_002,1
031584_006,5
027197_001,0
027252_002,1
011798_001,0
014261_001,0
013026_002,1
017581_001,0
009272_009,8
021653_007,6
026831_001,0
031367_006,5
025145_008,7
032596_001,0
005864_003,2
024262_002,1
025745_003,2
018861_005,4
021585_007,6
002401_002,1
006556_006,5
017527_006,5
011263_008,7
021747_002,1
005771_004,3
039970_007,6
028069_001,0
027100_006,5
032478_006,5
022001_001,0
014783_003,2
018611_002,1
028598_005,4
033797_007,6
013062_001,0
027129_006,5
019869_001,0
010321_005,4
029473_009,8
005560_005,4
026866_007,6
005310_009,8
003596_008,7
036993_007,6
014635_004,3
032464_001,0
018039_001,0
002010_001,0
027631_007,6
029953_001,0
026661_005,4
017026_003,2
028192_005,4
021603_003,2
018349_009,8
030746_002,1
036945_006,5
022873_004,3
026537_007,6
006644_001,0
002753_001,0
016590_001,0
005119_001,0
025417_001,0
036093_003,2
024570_002,1
027403_005,4
014912_006,5
037337_005,4
007430_005,4
025888_007,6
023488_001,0
006600_005,4
001333_002,1
015010_009,8
021921_008,7
007213_009,8
008791_001,0
019321_002,1
017516_002,1
020479_002,1
021134_002,1
000976_005,4
026120_001,0
037255_001,0
027938_001,0
023587_002,1
021751_006,5
022383_002,1
039298_003,2
030436_007,6
031428_001,0
011811_001,0
023769_002,1
032300_004,3
039236_005,4
039559_003,2
022092_001,0
014252_006,5
007793_003,2
024568_008,7
020008_002,1
028166_009,8
005590_008,7
008980_001,0
005870_001,0
022874_005,4
014377_009,8
029381_001,0
001062_006,5
007126_002,1
022312_003,2
007068_001,0
010037_009,8
013765_001,0
002888_005,4
024239_007,6
018452_001,0
033775_001,0
020928_007,6
002596_002,1
011606_007,6
030774_007,6
002863_003,2
006490_008,7
038250_006,5
010911_002,1
033266_009,8
013736_009,8
031553_009,8
011828_005,4
004691_007,6
008860_008,7
019182_002,1
037016_002,1
031001_001,0
010416_002,1
020631_003,2
008515_002,1
004199_007,6
004453_003,2
015087_007,6
005894_001,0
035269_003,2
033288_007,6
024985_001,0
010634_007,6
005074_001,0
022484_006,5
026912_007,6
005412_001,0
028563_002,1
002333_006,5
036430_006,5
029929_001,0
033002_006,5
009438_002,1
034910_006,5
032156_006,5
019143_002,1
034879_006,5
019048_007,6
025020_003,2
016638_002,1
028749_002,1
001235_002,1
014788_008,7
034977_007,6
023368_006,5
014770_002,1
001457_002,1
000072_007,6
001349_008,7
023369_005,4
006800_001,0
003668_002,1
029857_002,1
014285_006,5
003357_002,1
014214_001,0
028672_005,4
018259_007,6
004527_002,1
008216_001,0
016103_001,0
024171_006,5
022584_001,0
015628_008,7
038989_002,1
013371_003,2
022096_007,6
004826_009,8
023061_006,5
015804_008,7
025426_006,5
024363_001,0
008061_001,0
001206_007,6
016006_001,0
022995_006,5
024136_002,1
019675_001,0
029621_009,8
003320_001,0
001106_004,3
011559_002,1
017507_002,1
031364_003,2
002548_002,1
011425_009,8
033769_002,1
009507_002,1
019214_007,6
015015_009,8
025326_004,3
033970_007,6
021529_003,2
014591_005,4
019377_007,6
018370_005,4
029679_009,8
036595_006,5
022417_006,5
026033_001,0
002717_002,1
033196_007,6
038419_008,7
008867_005,4
013880_009,8
009070_003,2
012655_002,1
023048_002,1
012744_003,2
035496_002,1
007886_006,5
007558_007,6
001041_007,6
010974_008,7
027076_003,2
030384_001,0
011474_001,0
004578_002,1
001736_002,1
009264_001,0
000274_001,0
027985_006,5
009109_001,0
016588_002,1
033355_003,2
005055_001,0
039566_002,1
007602_002,1
015026_002,1
023765_006,5
010794_007,6
007058_002,1
005464_007,6
015206_006,5
028628_008,7
007962_006,5
026557_006,5
022171_008,7
034288_006,5
002694_006,5
009375_001,0
027248_006,5
009116_004,3
007948_002,1
024257_008,7
004248_006,5
028700_002,1
007539_001,0
035667_002,1
004589_006,5
037663_006,5
024170_002,1
003031_001,0
034197_005,4
002511_004,3
037045_002,1
030720_007,6
001045_003,2
002012_001,0
029157_009,8
018715_006,5
034109_003,2
007202_001,0
015269_004,3
024696_001,0
036316_007,6
000846_009,8
008392_002,1
015775_009,8
010277_009,8
027094_009,8
001610_001,0
030602_002,1
028629_006,5
019588_002,1
034169_002,1
008952_001,0
035594_001,0
008344_001,0
026667_007,6
039977_001,0
032057_009,8
024304_001,0
003471_002,1
024537_005,4
011443_003,2
021971_001,0
027856_001,0
032962_006,5
015955_001,0
003858_001,0
001090_005,4
019842_007,6
026911_005,4
023418_003,2
023146_003,2
039743_009,8
000978_001,0
011034_007,6
016737_005,4
028922_001,0
017417_001,0
038310_009,8
024254_002,1
026128_005,4
038163_001,0
025037_005,4
034040_002,1
034375_002,1
017372_002,1
019830_004,3
006974_002,1
039591_002,1
030011_006,5
035786_001,0
029480_007,6
020803_008,7
028884_002,1
037455_006,5
008709_008,7
020741_007,6
003613_001,0
004531_006,5
035144_001,0
026250_009,8
001399_002,1
030446_003,2
000036_009,8
011907_009,8
010926_005,4
028677_006,5
002924_002,1
003340_001,0
014982_009,8
004397_002,1
005247_002,1
032194_002,1
021719_003,2
017455_009,8
007453_003,2
034445_006,5
036140_001,0
018248_005,4
027390_007,6
030419_009,8
022365_006,5
036128_001,0
018904_009,8
001248_004,3
007420_008,7
020541_001,0
001466_009,8
027819_002,1
004586_005,4
022658_002,1
009998_002,1
001159_002,1
027853_003,2
017252_002,1
025924_007,6
014995_002,1
005145_007,6
009122_009,8
019670_002,1
037395_005,4
032898_006,5
013692_007,6
032554_009,8
002150_002,1
004000_003,2
023039_001,0
030578_004,3
011267_009,8
031864_007,6
004862_009,8
019125_003,2
006111_002,1
030766_008,7
006609_006,5
036047_002,1
023130_003,2
006098_006,5
025777_002,1
022377_009,8
018228_009,8
028271_009,8
024896_006,5
028337_002,1
000782_002,1
016944_003,2
016052_003,2
007118_005,4
024521_001,0
007911_006,5
008637_008,7
005989_006,5
020394_008,7
024709_006,5
031921_001,0
009300_005,4
017747_005,4
014327_002,1
028456_005,4
038935_007,6
000253_004,3
006884_001,0
025617_004,3
038751_008,7
012619_003,2
014522_006,5
003322_005,4
002044_008,7
023622_003,2
038169_001,0
021731_001,0
033862_006,5
015676_002,1
024130_001,0
032572_008,7
027345_005,4
009590_002,1
039470_008,7
011476_008,7
023794_007,6
029644_006,5
005935_007,6
029215_005,4
002849_006,5
013129_007,6
016216_007,6
038877_001,0
024991_002,1
022256_009,8
034267_001,0
018628_002,1
018371_003,2
000397_008,7
021050_006,5
031910_008,7
024070_009,8
009970_007,6
006574_008,7
020736_002,1
002776_002,1
037000_001,0
037640_006,5
034624_006,5
021464_002,1
014192_009,8
018411_005,4
008192_003,2
019079_001,0
026347_004,3
002880_002,1
020562_005,4
029454_001,0
034787_001,0
011701_001,0
004948_006,5
008466_001,0
036654_002,1
011561_002,1
033822_001,0
013819_001,0
023990_001,0
036809_008,7
004025_001,0
038704_001,0
003885_001,0
000415_003,2
014206_005,4
025966_002,1
001625_001,0
038629_003,2
016940_009,8
020873_008,7
013071_001,0
009964_002,1
028514_009,8
032383_007,6
027874_005,4
012852_006,5
006770_005,4
014235_003,2
018448_001,0
032848_009,8
001922_002,1
003420_001,0
039176_001,0
006388_002,1
019514_009,8
018961_006,5
005040_001,0
023299_001,0
011260_001,0
034516_005,4
037632_002,1
020299_002,1
016538_001,0
008675_002,1
031352_006,5
024064_002,1
034754_007,6
005084_006,5
033410_007,6
011189_009,8
012733_002,1
027106_001,0
016405_007,6
010028_001,0
037263_006,5
016883_003,2
019119_001,0
014683_004,3
010066_002,1
030908_005,4
022554_005,4
026578_006,5
009776_002,1
015415_007,6
038811_006,5
012115_003,2
036750_002,1
018244_001,0
021435_002,1
012646_001,0
031319_005,4
027773_005,4
004595_002,1
007115_001,0
014675_007,6
039929_005,4
001767_001,0
013896_001,0
033986_003,2
006345_002,1
015043_001,0
009638_005,4
032040_002,1
011472_003,2
037482_002,1
017339_002,1
004016_003,2
032889_002,1
013807_009,8
014107_006,5
026498_005,4
035677_006,5
031819_003,2
017780_001,0
018895_006,5
027473_007,6
019500_006,5
032650_007,6
025973_008,7
029214_002,1
013625_006,5
010447_009,8
030510_007,6
032644_002,1
007181_002,1
005493_003,2
033211_003,2
035981_006,5
010154_001,0
003514_001,0
018737_005,4
001758_009,8
035188_005,4
025904_001,0
012189_009,8
022063_003,2
032190_002,1
002005_009,8
009110_001,0
010133_002,1
017583_003,2
001711_001,0
027534_006,5
039107_001,0
006093_001,0
019840_007,6
003551_005,4
008395_007,6
023118_002,1
017694_003,2
013814_007,6
007248_001,0
017467_003,2
031398_002,1
035738_001,0
020331_003,2
001320_001,0
037633_001,0
036364_003,2
016789_007,6
008391_009,8
011666_002,1
012544_001,0
026462_002,1
034601_006,5
005075_009,8
025744_001,0
026176_002,1
014811_004,3
024730_008,7
039588_006,5
031641_001,0
033205_002,1
026616_002,1
012435_002,1
029276_005,4
012077_006,5
015741_002,1
031423_007,6
039500_001,0
036671_002,1
031395_001,0
010605_007,6
013066_001,0
037398_002,1
035191_009,8
030100_008,7
030942_005,4
021748_007,6
033676_001,0
015334_006,5
020115_009,8
017393_006,5
039922_002,1
032975_001,0
016112_001,0
009977_004,3
006314_007,6
011274_005,4
017234_001,0
037687_007,6
034465_006,5
033051_001,0
035373_006,5
032052_005,4
004606_006,5
018625_001,0
033987_007,6
009163_009,8
009160_006,5
019837_001,0
002538_001,0
028108_009,8
027186_007,6
004037_007,6
029544_002,1
037571_007,6
010273_002,1
007036_001,0
032817_001,0
009287_002,1
005726_006,5
032041_001,0
037246_003,2
039676_003,2
039305_005,4
019673_003,2
021467_001,0
000974_006,5
017287_002,1
017727_007,6
032050_002,1
030550_009,8
035527_002,1
036629_001,0
016740_008,7
039282_006,5
003343_006,5
001937_009,8
029689_002,1
039119_001,0
008826_001,0
025801_005,4
004577_002,1
019969_006,5
029596_007,6
023211_009,8
015204_001,0
021758_001,0
016140_003,2
019243_002,1
035865_002,1
007039_001,0
010290_006,5
015076_004,3
022347_001,0
008969_001,0
004896_001,0
004959_009,8
000611_002,1
005398_001,0
004334_002,1
000054_004,3
030188_008,7
030059_003,2
018890_003,2
039245_001,0
025711_006,5
031460_006,5
029867_007,6
022521_002,1
009459_001,0
027814_002,1
022561_002,1
034369_006,5
012714_008,7
014784_005,4
011100_001,0
022964_002,1
018325_007,6
022957_006,5
010185_002,1
036741_006,5
002316_004,3
012634_002,1
035161_007,6
022236_008,7
021476_004,3
005549_007,6
027277_002,1
011732_003,2
033623_001,0
014478_004,3
025346_003,2
039950_002,1
007414_005,4
021675_001,0
006791_001,0
032084_008,7
006031_002,1
000259_006,5
026674_002,1
036109_006,5
019386_001,0
030418_002,1
009498_002,1
026181_001,0
012245_001,0
007560_001,0
005367_008,7
038918_006,5
020576_001,0
028055_007,6
020422_006,5
006502_009,8
006906_002,1
005408_006,5
034543_001,0
037049_007,6
031427_001,0
023372_001,0
010630_009,8
036077_002,1
020014_004,3
036936_002,1
029558_006,5
029622_005,4
027941_002,1
030846_004,3
001342_001,0
020208_001,0
004363_005,4
014939_003,2
031855_006,5
027426_002,1
024704_006,5
011962_001,0
004015_001,0
013519_007,6
026063_005,4
025818_007,6
001665_006,5
023874_002,1
023445_005,4
036976_007,6
029918_003,2
004866_003,2
034401_009,8
016543_002,1
010803_002,1
011284_001,0
027039_005,4
036135_006,5
020907_002,1
026358_002,1
024950_001,0
000418_001,0
018348_008,7
018232_007,6
034732_007,6
001785_009,8
011924_002,1
000074_006,5
013069_003,2
030126_009,8
002956_001,0
012335_002,1
032769_008,7
036100_006,5
023645_002,1
011653_001,0
034159_007,6
014339_007,6
015903_002,1
035073_002,1
039783_005,4
034634_004,3
038760_007,6
037032_001,0
032494_009,8
024576_009,8
038848_002,1
012361_006,5
038429_001,0
001270_001,0
025482_002,1
031791_006,5
016215_001,0
020084_001,0
015846_001,0
032936_002,1
016832_006,5
016101_002,1
025520_001,0
003277_006,5
028326_005,4
021375_002,1
034514_005,4
025707_005,4
018703_006,5
030261_009,8
034513_003,2
009981_004,3
000469_008,7
013517_009,8
026996_001,0
011097_002,1
032394_005,4
028588_007,6
018253_006,5
011153_003,2
016891_002,1
010983_003,2
035996_006,5
019779_009,8
012287_006,5
007937_001,0
009732_002,1
034316_001,0
013791_005,4
004054_003,2
001186_006,5
031736_002,1
025909_002,1
005682_007,6
036902_001,0
011654_004,3
004534_005,4
020547_006,5
005958_001,0
016126_006,5
014630_002,1
029300_006,5
029632_007,6
019836_008,7
022974_001,0
016979_004,3
030867_006,5
013063_005,4
000183_001,0
007020_002,1
022509_001,0
022412_006,5
014375_009,8
035063_001,0
033964_007,6
024680_003,2
038233_003,2
015556_002,1
039590_003,2
014967_005,4
023042_001,0
011391_009,8
029416_005,4
002952_002,1
016211_002,1
033339_005,4
036311_003,2
023219_004,3
035882_002,1
008092_002,1
029559_001,0
006799_007,6
015071_001,0
024351_001,0
037895_009,8
030581_009,8
021816_008,7
035955_002,1
039365_006,5
033767_002,1
026055_002,1
020858_001,0
023549_008,7
022981_005,4
021369_006,5
016622_007,6
037484_005,4
008748_009,8
024505_001,0
036426_006,5
009227_007,6
020166_004,3
024387_002,1
014454_001,0
030003_009,8
022848_001,0
039317_008,7
031348_004,3
029796_005,4
025250_008,7
008944_001,0
027824_001,0
005679_002,1
025039_002,1
023391_002,1
011173_009,8
038907_003,2
006806_006,5
003004_002,1
035586_001,0
032607_001,0
020118_006,5
015256_005,4
028846_002,1
008805_003,2
018458_005,4
038591_001,0
025669_007,6
002902_008,7
004135_002,1
016800_002,1
003725_001,0
022151_001,0
019602_001,0
025287_008,7
029060_006,5
012997_006,5
007496_001,0
006856_007,6
028997_006,5
027667_009,8
009145_003,2
029721_006,5
029120_007,6
005941_003,2
035945_002,1
026204_002,1
027663_002,1
027173_002,1
030573_003,2
007353_006,5
006086_002,1
014499_001,0
004398_009,8
023655_002,1
015209_006,5
017518_003,2
017510_002,1
020438_002,1
036640_003,2
017512_001,0
018408_003,2
024753_006,5
010430_009,8
027644_003,2
025486_005,4
039739_005,4
011412_002,1
000793_001,0
003130_008,7
034432_001,0
005606_001,0
021656_008,7
022246_002,1
025958_001,0
039759_009,8
024359_006,5
001017_008,7
010100_008,7
027024_003,2
020593_001,0
027356_001,0
029829_006,5
028034_001,0
038208_002,1
032236_006,5
000820_006,5
033578_002,1
025267_001,0
039392_001,0
006406_005,4
039609_006,5
004415_006,5
010589_009,8
026771_001,0
032972_009,8
013952_007,6
018369_007,6
000635_002,1
002997_002,1
017544_009,8
030104_003,2
035779_005,4
012246_001,0
034809_001,0
023638_009,8
008195_001,0
016425_007,6
002953_009,8
035934_008,7
036666_005,4
033244_001,0
038253_001,0
036240_004,3
014672_002,1
021680_008,7
006040_002,1
034535_001,0
030244_003,2
029270_001,0
028782_005,4
023065_001,0
003557_003,2
001597_005,4
021174_002,1
026478_006,5
004955_003,2
023235_004,3
007474_001,0
019882_003,2
024797_001,0
008525_008,7
026101_001,0
017591_002,1
005314_007,6
012154_002,1
019797_002,1
030463_001,0
015258_001,0
038466_009,8
007189_003,2
024206_009,8
008682_006,5
021283_004,3
004088_001,0
001513_006,5
004983_001,0
010203_003,2
038963_008,7
022610_002,1
030708_009,8
031426_007,6
007589_001,0
033416_006,5
032632_006,5
003506_007,6
036962_005,4
009584_006,5
003443_009,8
023117_006,5
002671_003,2
003785_006,5
019973_002,1
036691_001,0
003857_001,0
021962_003,2
002789_003,2
010030_007,6
030629_001,0
018540_006,5
032657_006,5
024593_002,1
026410_001,0
029665_004,3
006014_008,7
026259_001,0
011497_007,6
033442_003,2
014620_001,0
009552_008,7
029290_007,6
008116_006,5
030662_001,0
005299_002,1
031522_009,8
029551_007,6
011386_007,6
020667_006,5
004019_006,5
004347_002,1
015176_002,1
006323_006,5
024270_003,2
022448_007,6
024450_005,4
010125_002,1
030721_003,2
008850_005,4
014681_008,7
008653_004,3
000326_002,1
022581_007,6
008438_003,2
039355_006,5
019282_002,1
002126_001,0
031327_003,2
013310_005,4
029696_001,0
018885_006,5
020420_002,1
018129_008,7
011967_005,4
036547_001,0
031632_001,0
006852_001,0
034599_001,0
000774_001,0
037343_007,6
007818_006,5
012158_007,6
003437_001,0
004391_006,5
012514_001,0
001837_008,7
015625_003,2
035438_004,3
031956_006,5
026720_001,0
014085_001,0
012059_005,4
011356_001,0
014353_006,5
039795_002,1
022939_008,7
014723_008,7
026938_001,0
018059_001,0
017083_009,8
029102_007,6
014448_009,8
025609_006,5
017825_001,0
019404_002,1
010776_009,8
003213_003,2
018956_008,7
008042_001,0
019519_001,0
002631_004,3
038619_001,0
003997_006,5
021284_009,8
028145_006,5
024038_007,6
004193_008,7
007972_009,8
013922_006,5
037810_003,2
004176_001,0
019614_004,3
002584_007,6
006259_005,4
033506_009,8
020180_002,1
004913_001,0
004637_002,1
012323_001,0
022055_008,7
020806_007,6
009067_007,6
015604_003,2
013528_007,6
004986_001,0
016997_003,2
018623_005,4
001538_001,0
002440_009,8
003250_009,8
035429_008,7
012942_002,1
035546_001,0
015624_002,1
015757_001,0
022461_007,6
023721_003,2
018247_007,6
021093_005,4
007063_009,8
006518_001,0
011373_002,1
026108_002,1
004902_001,0
011248_007,6
028668_009,8
031674_003,2
019560_007,6
000527_002,1
028910_001,0
016558_004,3
023591_007,6
015097_001,0
007651_002,1
037281_001,0
019598_004,3
031750_003,2
038639_009,8
027562_005,4
033040_007,6
022008_007,6
021703_005,4
017350_009,8
007709_002,1
022690_007,6
031006_001,0
021677_006,5
025306_005,4
004971_006,5
002653_007,6
034699_007,6
005065_006,5
039401_007,6
032143_002,1
032877_001,0
021444_008,7
019440_007,6
021290_005,4
008214_003,2
029253_005,4
022173_005,4
003084_002,1
024306_006,5
008422_002,1
014457_004,3
026976_002,1
026532_001,0
004004_001,0
015622_005,4
004101_007,6
031649_006,5
020525_009,8
001790_006,5
016294_005,4
002947_003,2
037277_002,1
011786_007,6
016960_002,1
037140_001,0
009197_007,6
012834_008,7
000857_005,4
009744_002,1
019766_001,0
027726_001,0
022266_002,1
029835_008,7
024793_003,2
036730_002,1
015427_006,5
002769_003,2
030847_003,2
039880_007,6
039987_006,5
027483_008,7
023482_007,6
011299_008,7
001169_006,5
031874_003,2
011623_003,2
028548_006,5
033572_002,1
013011_008,7
025337_006,5
039948_002,1
018515_001,0
026545_001,0
015363_006,5
024792_008,7
039515_002,1
012351_008,7
003185_005,4
011033_001,0
010107_001,0
017972_005,4
039158_005,4
039518_001,0
026375_005,4
020318_009,8
018606_006,5
020584_006,5
036972_002,1
002778_003,2
020038_007,6
021562_006,5
038643_003,2
019908_002,1
037848_001,0
023145_005,4
007773_001,0
032119_001,0
019911_007,6
011921_006,5
035895_001,0
037298_008,7
039501_009,8
019955_006,5
008025_004,3
025521_009,8
005888_002,1
039154_002,1
011714_008,7
006718_009,8
028196_002,1
002408_001,0
020660_002,1
013470_007,6
015375_009,8
006840_008,7
018543_007,6
037946_007,6
010737_001,0
027661_002,1
016953_005,4
001832_003,2
010623_009,8
033465_006,5
029048_005,4
012112_004,3
038605_002,1
001584_007,6
017119_006,5
034985_003,2
010577_005,4
017896_006,5
011467_006,5
006453_009,8
008924_006,5
035395_002,1
002047_003,2
005927_003,2
010526_006,5
031672_005,4
003058_009,8
022035_001,0
029845_004,3
032132_002,1
025795_007,6
000338_002,1
034168_001,0
029934_007,6
005757_002,1
023521_001,0
028238_001,0
013404_002,1
023277_006,5
002413_002,1
036619_006,5
031953_007,6
012298_005,4
001372_002,1
019046_009,8
028877_003,2
011601_006,5
010564_006,5
031670_001,0
013737_009,8
036764_006,5
017890_001,0
037444_007,6
019567_001,0
002573_001,0
021616_002,1
030852_001,0
033166_002,1
033894_008,7
032752_008,7
033727_006,5
029554_006,5
009338_006,5
027525_001,0
026730_008,7
012756_001,0
013834_003,2
028275_005,4
031703_001,0
024559_007,6
030886_001,0
028313_005,4
003738_001,0
034491_009,8
003465_002,1
015875_001,0
036496_006,5
013858_007,6
021277_003,2
024692_006,5
016375_005,4
012709_007,6
034522_002,1
002141_006,5
033764_003,2
038421_003,2
022508_001,0
028227_001,0
019340_003,2
009490_003,2
018012_005,4
001801_003,2
021108_002,1
018350_003,2
031723_002,1
017875_001,0
039601_002,1
025217_009,8
022163_003,2
022235_006,5
002146_002,1
009530_006,5
038041_005,4
017226_007,6
015407_009,8
036825_009,8
012374_005,4
026925_002,1
035285_003,2
034945_003,2
009056_009,8
009705_004,3
027448_001,0
004250_002,1
011871_006,5
004243_006,5
013954_002,1
021429_003,2
030820_002,1
011934_001,0
001849_001,0
027420_007,6
028056_007,6
020382_006,5
026224_006,5
015751_006,5
018943_006,5
003476_005,4
031844_006,5
032371_002,1
007456_002,1
037291_002,1
009171_009,8
014968_001,0
014621_001,0
010073_007,6
031666_005,4
003901_002,1
013036_001,0
031646_002,1
038515_001,0
028064_001,0
003065_002,1
012449_002,1
009188_001,0
009795_001,0
027634_006,5
020506_005,4
026491_001,0
022648_006,5
019263_003,2
018383_007,6
012229_006,5
001430_002,1
031729_002,1
036926_006,5
033404_006,5
036283_002,1
001207_002,1
022485_002,1
034961_008,7
007920_007,6
029498_001,0
000713_001,0
011488_006,5
039430_007,6
038943_002,1
009585_008,7
037693_005,4
009317_007,6
014477_001,0
012777_003,2
019038_003,2
036800_003,2
032439_003,2
015044_007,6
039514_001,0
029206_001,0
026306_001,0
035929_003,2
027218_002,1
001444_005,4
004786_006,5
009686_001,0
024743_001,0
026711_009,8
027273_004,3
007350_009,8
023634_007,6
022608_001,0
006062_005,4
020163_004,3
010584_005,4
018476_003,2
020153_004,3
019915_001,0
025500_001,0
023328_006,5
007715_003,2
003967_009,8
008569_001,0
029938_001,0
011510_004,3
035357_003,2
034969_004,3
024518_005,4
014677_002,1
035246_006,5
001334_006,5
039700_007,6
006801_005,4
016098_007,6
035798_002,1
031206_001,0
021293_008,7
030014_008,7
002710_007,6
038616_007,6
031972_002,1
000006_002,1
022443_009,8
011423_005,4
039976_002,1
005207_001,0
000033_002,1
021955_002,1
033094_002,1
008981_001,0
035329_006,5
003751_006,5
034076_008,7
024414_002,1
033823_002,1
034126_001,0
016168_001,0
039274_002,1
032852_006,5
032255_001,0
035227_005,4
031116_006,5
036038_007,6
002777_009,8
030554_002,1
039961_003,2
003060_001,0
035917_002,1
003295_001,0
036822_008,7
025964_002,1
035021_005,4
007059_009,8
008588_003,2
027864_006,5
021591_008,7
014722_008,7
014978_004,3
006729_002,1
032271_002,1
035170_007,6
033238_005,4
017612_007,6
014911_004,3
038282_003,2
013467_007,6
008161_009,8
030386_008,7
033705_001,0
020573_002,1
027134_008,7
012786_004,3
004904_001,0
000471_001,0
006295_002,1
019811_009,8
031762_006,5
010902_005,4
033060_003,2
038648_006,5
038060_002,1
007119_006,5
018086_008,7
037907_002,1
026433_005,4
033937_001,0
029061_005,4
002562_003,2
022966_005,4
002001_003,2
015077_002,1
013861_006,5
025612_001,0
033824_001,0
036203_001,0
025923_005,4
033526_006,5
033893_005,4
025266_003,2
012801_003,2
035009_002,1
006560_002,1
036230_006,5
033402_005,4
026653_001,0
037775_003,2
021344_002,1
012625_001,0
002277_003,2
026880_009,8
023998_007,6
033422_001,0
004213_003,2
010635_007,6
025344_003,2
029036_001,0
003947_003,2
039358_006,5
032234_009,8
021883_006,5
031737_005,4
008527_009,8
027855_005,4
005350_007,6
019858_008,7
004076_006,5
003556_007,6
000640_009,8
016929_007,6
037905_009,8
013441_007,6
030768_001,0
022205_005,4
039183_001,0
008658_001,0
015172_002,1
007970_001,0
002847_003,2
015443_001,0
015131_001,0
018344_002,1
036199_008,7
001257_002,1
026639_006,5
039661_002,1
011201_006,5
004288_006,5
011244_007,6
000367_006,5
033338_002,1
020325_006,5
033250_002,1
030107_003,2
010714_004,3
034079_001,0
015993_007,6
033436_002,1
001331_001,0
005792_001,0
015137_008,7
028195_006,5
033208_001,0
029548_005,4
017922_003,2
029323_004,3
030593_001,0
015316_009,8
017443_005,4
035602_002,1
017859_002,1
001915_002,1
015827_001,0
039872_009,8
038888_006,5
018389_001,0
026314_009,8
024065_007,6
025477_002,1
029862_002,1
000499_008,7
033889_007,6
008168_002,1
000621_009,8
004687_007,6
029611_001,0
031982_008,7
019152_001,0
038872_003,2
005210_007,6
036538_003,2
011944_006,5
007639_001,0
004375_005,4
012294_006,5
032888_007,6
005470_005,4
008310_001,0
010972_001,0
026581_009,8
013008_007,6
016462_001,0
011395_003,2
012864_002,1
007501_002,1
016364_007,6
030834_005,4
006402_005,4
001325_003,2
035202_001,0
015138_005,4
000639_003,2
036858_001,0
024790_003,2
018922_005,4
003337_002,1
022422_001,0
010827_004,3
033477_005,4
037217_001,0
024096_001,0
017308_002,1
009451_001,0
033697_002,1
004923_008,7
002111_007,6
024099_001,0
024768_006,5
032880_006,5
025746_003,2
033243_003,2
039488_008,7
009740_001,0
019121_002,1
029802_002,1
012657_009,8
001874_001,0
025408_004,3
001748_002,1
031249_006,5
034859_006,5
032954_001,0
017375_009,8
023010_009,8
005869_002,1
011203_001,0
030015_004,3
037948_001,0
039786_005,4
032407_002,1
020953_007,6
020759_005,4
025774_004,3
028695_002,1
038478_001,0
006631_002,1
021282_001,0
012255_002,1
032103_009,8
036725_009,8
013032_002,1
